x y
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.05 1
0.05 1
0.05 1
0.05 1
0.05 1
0.05 1
0.05 1
0.05 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.15 1
0.18 1
0.18 1
0.18 1
0.18 1
0.18 1
0.18 1
0.18 1
0.07 1
0.22 1
0.4 1
0.03 1
0.07 1
0.22 1
0.4 1
0.9 1
0.03 1
0.9 1
0.03 1
0.07 1
0.9 1
0.4 1
0.9 1
0.03 1
0.07 1
0.22 1
0.4 1
