x y
0.396667 0.36863
0.51 0.330129
0.626667 0.309488
0.723333 0.192658
0.783333 0.107228
0.836667 0.0584437
0.88 0.0274825
0.89 0.0222161
0.916667 0.00868372
0.926667 0.00770368
0.93 0.00737735
0.933333 0.00733876
0.946667 0.00496449
0.666667 0.291134
0.933333 0.0133544
0.05 0.466705
0.1 0.471805
0.2 0.438571
0.3 0.409293
0.4 0.327624
0.5 0.249106
0.6 0.216034
0.666667 0.215743
0.7 0.197809
0.8 0.19571
0.9 0.170018
0.95 0.0919521
0.99 0.0530106
0.1 0.486911
0.2 0.501001
0.3 0.310029
0.5 0.191716
0.7 0.0456412
0.85 0.0134673
0.9 0.00548777
0.95 0.00122489
0.1 0.75348
0.1 0.874151
0.1 0.699506
0.1 0.752366
0.3 0.724997
0.3 0.918175
0.3 0.646664
0.3 0.932647
0.5 0.568051
0.5 0.493094
0.5 0.447784
0.5 0.588547
0.7 0.534798
0.7 0.398536
0.7 0.431239
0.7 0.343078
0.9 0.203434
0.9 0.279111
0.9 0.227617
0.9 0.269489
0.366667 0.309643
0.543333 0.2385
0.646667 0.158378
0.72 0.0912595
0.75 0.0598081
0.783333 0.0316171
0.816667 0.0230772
0.85 0.0185683
0.863333 0.0166325
0.88 0.0126139
0.896667 0.00945059
0.903333 0.0082398
0.903333 0.0082398
0.666667 0.215743
0.0995671 0.540411
0.349567 0.124673
0.75 0.00808641
0.0995671 0.855113
0.349567 0.788322
0.75 0.462011
0.0995671 0.999881
0.349567 0.987769
0.75 0.746348
0.0995671 0.620936
0.349567 0.318551
0.75 0.0328847
0.0995671 0.517732
0.349567 0.111672
0.75 0.442355
0.0995671 0.830712
0.349567 0.4152
0.75 0.0753575
0.0995671 0.163603
0.349567 0.533974
0.75 0.0294651
0.0995671 0.913946
0.349567 0.681358
0.75 0.220939
0.0995671 0.999983
0.349567 0.99636
0.75 0.882393
0.0995671 0.237699
0.349567 0.0523174
0.75 0.22849
0.0995671 0.641497
0.349567 0.155699
0.75 0.0173893
0.0995671 0.563109
0.349567 0.601344
0.75 0.299263
0.0995671 0.253317
0.349567 0.0155015
0.75 0.000763494
0.0995671 0.968558
0.349567 0.834339
0.75 0.26246
0.0995671 1
0.349567 0.999767
0.75 0.987865
0.0995671 0.602576
0.349567 0.0872926
0.75 0.00610175
0.0995671 0.0991367
0.349567 0.462937
0.75 0.0484202
0.0995671 0.569408
0.349567 0.336204
0.75 0.0569722
0.0995671 0.72811
0.349567 0.413149
0.75 0.163676
0.0995671 0.906568
0.349567 0.578282
0.75 0.551775
0.0995671 0.999996
0.349567 0.996694
0.75 0.871616
0.0995671 0.340934
0.349567 0.544015
0.75 0.305651
0.0995671 0.432915
0.349567 0.130006
0.75 0.0189687
0.0995671 0.691219
0.349567 0.610804
0.75 0.193482
0.0995671 0.297357
0.349567 0.0434262
0.75 0.563537
0.0995671 0.951509
0.349567 0.711385
0.75 0.317196
0.0995671 1
0.349567 0.999947
0.75 0.992629
0.0995671 0.48631
0.349567 0.0996879
0.75 0.00712928
0.0995671 0.891044
0.349567 0.597182
0.75 0.129871
0.0995671 0.965782
0.349567 0.373348
0.75 0.730718
0.1 0.787581
